DT_MAJ_GDUNO,CD_ORGNS,NOM_COURT,NOM_OFFCL,ADRS_GEO_L1_GDUNO,ADRS_GEO_L2_GDUNO,CD_MUNCP,NOM_MUNCP,STAT_MUNCP,CD_POSTL_GDUNO,TYPE_ORGNS,RESEAU,SITE_WEB,COORD_X_LL84,COORD_Y_LL84
,403500,Les écoles communautaires Skver,Les écoles communautaires Skver,"940, avenue Outremont",,66023,Montréal,V,H2V4P8,Établissement d'enseignement privé,Privé,,-73.616903,45.52229
,404500,Les Éc. juives pop. et les Éc. Peretz,Les Écoles juives populaires et les Écoles Peretz inc.,"6502, chemin Kildare",,66058,Côte-Saint-Luc,V,H4W3B8,Établissement d'enseignement privé,Privé,jppsbialik.ca,-73.657625,45.479072
,405500,Les Filles de Sainte-Marie de Leuca,Les Filles de Sainte-Marie de Leuca,"125, rue Coulonge ",,58227,Longueuil,V,J4G1H7,Établissement d'enseignement privé,Privé,,-73.483332,45.569407
,407500,Séminaire Marie-Reine-du-Clergé,Séminaire Marie-Reine-du-Clergé,"1569, route 169",,93012,Métabetchouan–Lac-à-la-Croix,V,G8G1A8,Établissement d'enseignement privé,Privé,www.autentis.ca,-71.84267,48.438927
,515500,L'École l'Eau-Vive,L'École l'Eau-Vive,"4690, avenue Chauveau",,23027,Québec,V,G2C1A7,Établissement d'enseignement privé,Privé,www.ecoleleauvive.com,-71.359581,46.826126
,518500,Ctre form. profess. électrol. et esthét.,Centre de formation professionnelle d'électrolyse et d'esthétique,"1428, chemin de Chambly",,58227,Longueuil,V,J4J3X3,Établissement d'enseignement privé,Privé,www.cfpee.ca,-73.486519,45.531146
,523500,Éc. oraliste de Qc enf. malent. sourds,École oraliste de Québec pour enfants malentendants ou sourds,"1090, boulevard René-Lévesque Ouest",,23027,Québec,V,G1S1V5,Établissement d'enseignement privé,Privé,www.ecoleoraliste.qc.ca,-71.243077,46.79544
,524500,Collège Nouvelles Frontières,Collège Nouvelles Frontières,"250, rue Gamelin",,81017,Gatineau,V,J8Y1W9,Établissement d'enseignement privé,Privé,www.collegenf.ca,-75.749,45.443957
,526500,École Al-Houda,École Al-Houda,"7085, chemin de la Côte-Des-Neiges",,66023,Montréal,V,H3R2M1,Établissement d'enseignement privé,Privé,www.ecolealhouda.ca,-73.640135,45.505181
,528500,Collège CDI,Collège CDI Administration. Technologie. Santé,"1259, rue Berri, 3e étage",,66023,Montréal,V,H2L4C7,Établissement d'enseignement privé,Privé,www.collegecdi.ca,-73.558977,45.51364
,534500,Collège Herzing,Collège Herzing,"1616, boulevard René-Lévesque Ouest",,66023,Montréal,V,H3H1P8,Établissement d'enseignement privé,Privé,www.herzing.ca,-73.575236,45.493246
,447500,Collège mariste de Québec,Collège mariste de Québec,"2315, chemin Saint-Louis ",,23027,Québec,V,G1T1R5,Établissement d'enseignement privé,Privé,http://www.collegemariste.ca,-71.26022,46.770003
,448500,Séminaire du Sacré Coeur,Séminaire du Sacré Coeur,"2738, route 148",,76052,Grenville-sur-la-Rouge,M,J0V1B0,Établissement d'enseignement privé,Privé,www.ssc.quebec,-74.749935,45.646397
,449500,Collège des Hauts Sommets,Collège des Hauts Sommets,"97, avenue de la Montagne",,21005,Saint-Tite-des-Caps,M,G0A4J0,Établissement d'enseignement privé,Privé,www.deshautssommets.com,-70.795668,47.109986
,454500,Séminaire Saint-François,Séminaire Saint-François,"4900, rue Saint-Félix",,23072,Saint-Augustin-de-Desmaures,V,G3A0L4,Établissement d'enseignement privé,Privé,www.ss-f.com,-71.391594,46.736352
,455500,Sém. St-Joseph Trois-Rivières,Séminaire Saint-Joseph de Trois-Rivières,"858, rue Laviolette",,37067,Trois-Rivières,V,G9A5S3,Établissement d'enseignement privé,Privé,www.ssj.qc.ca,-72.544762,46.349071
,456500,Le Séminaire Sainte-Marie,Le Séminaire Sainte-Marie,"5655, boulevard des Hêtres",,36033,Shawinigan,V,G9N4V9,Établissement d'enseignement privé,Privé,http://www.seminairestemarie.com,-72.728811,46.575017
,457500,Le Salésien,Le Salésien,"135, rue Don Bosco Nord ",,43027,Sherbrooke,V,J1L1E5,Établissement d'enseignement privé,Privé,www.lesalesien.com,-71.951989,45.397899
,463500,Collège Stanstead,Collège Stanstead,"450, rue Dufferin ",,45008,Stanstead,V,J0B3E0,Établissement d'enseignement privé,Privé,www.stansteadcollege.com,-72.092061,45.011766
,464500,Les écoles Azrieli Talmud Torah-Herzliah,Les écoles Azrieli Talmud Torah - Herzliah,"5475, avenue Mountain Sights",,66023,Montréal,V,H3W2Y8,Établissement d'enseignement privé,Privé,www.azrieli-tth.ca,-73.634089,45.487752
,465500,École Priory inc.,École Priory inc.,"3120, Le Boulevard",,66023,Montréal,V,H3Y1R9,Établissement d'enseignement privé,Privé,www.priory.qc.ca,-73.597058,45.493321
,466500,The Study,The Study,"3233, The Boulevard",,66032,Westmount,V,H3Y1S4,Établissement d'enseignement privé,Privé,www.thestudy.qc.ca,-73.600725,45.490852
,467500,Collège Trafalgar pour filles,Collège Trafalgar pour filles,"3495, rue Simpson ",,66023,Montréal,V,H3G2J7,Établissement d'enseignement privé,Privé,,-73.583696,45.498713
,468500,École Val Marie,École Val Marie inc.,"88, chemin du Passage ",,37067,Trois-Rivières,V,G8T2M3,Établissement d'enseignement privé,Privé,www.valmarie.net,-72.54064,46.370872
,469500,Villa Maria,Villa Maria,"4245, boulevard Décarie",,66023,Montréal,V,H4A3K4,Établissement d'enseignement privé,Privé,,-73.616711,45.481876
,477500,Villa Sainte-Marcelline,Villa Sainte-Marcelline,"815, avenue Upper Belmont",,66032,Westmount,V,H3Y1K5,Établissement d'enseignement privé,Privé,http://villa.marcelline.qc.ca,-73.617444,45.489622
,478500,Académie Yéshiva Yavné,Académie Yéshiva Yavné,"7946, chemin Wavell",,66058,Côte-Saint-Luc,V,H4W1L7,Établissement d'enseignement privé,Privé,https://yavne.ca/,-73.664451,45.46113
,479500,Yeshiva Gedola-Merkaz Hatorah,Yeshiva Gedola-Merkaz Hatorah de Montréal,"6155, chemin Deacon ",,66023,Montréal,V,H3S2P4,Établissement d'enseignement privé,Privé,www.yeshivagedola.org,-73.620252,45.512772
,485500,Campus Notre-Dame-de-Foy,Campus Notre-Dame-de-Foy,"5000, rue Clément-Lockquell ",,23072,Saint-Augustin-de-Desmaures,V,G3A1B3,Établissement d'enseignement privé,Privé,www.cndf.qc.ca,-71.399553,46.736869
,493500,Éc. Montessori International Blainville,École Montessori International Blainville inc.,"325, chemin du Bas-de-Sainte-Thérèse",,73015,Blainville,V,J7A0A3,Établissement d'enseignement privé,Privé,www.montessoriinternationalblainville.com,-73.798388,45.651242
,497500,École du Routier G.C.,École du Routier G.C.,"2220, rue Louis-Allyson ",,37067,Trois-Rivières,V,G8Z4P3,Établissement d'enseignement privé,Privé,www.ergc.ca,-72.573391,46.336729
,507500,École nationale de cirque,École nationale de cirque,"8181, avenue du Cirque",,66023,Montréal,V,H1Z4N9,Établissement d'enseignement privé,Privé,www.enc.qc.ca,-73.613646,45.561794
,508500,L'École des Premières Lettres,L'École des Premières Lettres,"5210, rue Waverly",,66023,Montréal,V,H2T2X7,Établissement d'enseignement privé,Privé,www.premiereslettres.com,-73.596437,45.522036
,509500,Collège Jacques-Prévert,Collège Jacques-Prévert,"12349, rue De Serres",,66023,Montréal,V,H4J2H1,Établissement d'enseignement privé,Privé,www.collegejacquesprevert.ca,-73.719485,45.533779
,511500,École JMC,École JMC,"2205, rue de l'Église",,66023,Montréal,V,H4M1G5,Établissement d'enseignement privé,Privé,www.ecolejmc.ca,-73.689494,45.503697
,512500,École internationale des Apprenants,École internationale des Apprenants,"4505, boulevard Henri-Bourassa Ouest",,66023,Montréal,V,H4L1A5,Établissement d'enseignement privé,Privé,www.ecoleia.ca,-73.703811,45.524504
,513500,Académie des pompiers,Académie des pompiers,"9401, côte des Saints",,74005,Mirabel,V,J7N2X4,Établissement d'enseignement privé,Privé,www.academiedespompiers.ca,-74.092194,45.652927
,547500,École Les Jeunes Explorateurs,École Les Jeunes Explorateurs,"210, rue Denison Est",,47017,Granby,V,J2H2R6,Établissement d'enseignement privé,Privé,www.ecolelesjeunesexplorateurs.com,-72.705486,45.390826
,548500,Académie St-Margaret,Académie St-Margaret,"383, chemin des Anglais",,64015,Mascouche,V,J7L3P9,Établissement d'enseignement privé,Privé,www.academiesm.ca,-73.651656,45.732831
,550500,École trilingue Vision Trois-Rivières,École trilingue Vision Trois-Rivières,"3550, rue Marguerite-Seigneuret",,37067,Trois-Rivières,V,G9B0M5,Établissement d'enseignement privé,Privé,troisrivieres.ecolevision.com,-72.625563,46.322813
,552500,École trilingue Vision Rive-Sud,École trilingue Vision Rive-Sud,"1165, boulevard Guillaume-Couture",,25213,Lévis,V,G6W0S2,Établissement d'enseignement privé,Privé,ecolevision.com,-71.266083,46.734751
,616500,École Trilingue Vision Vict. Maternelle,École Trilingue Vision Victoriaville - Maternelle,"905, boulevard des Bois-Francs Sud",,39062,Victoriaville,V,G6P5W1,Établissement d'enseignement privé,Privé,www.ecolevision.com,-71.917929,46.03896
,617500,École trilingue Vision Beauce,École trilingue Vision Beauce,"566, boulevard Lamontagne",,26030,Sainte-Marie,V,G6E0G2,Établissement d'enseignement privé,Privé,beauce.ecolevision.com,-71.012845,46.443692
,624500,Académie Lavalloise,Académie Lavalloise,"5290, boulevard des Laurentides",,65005,Laval,V,H7K2J8,Établissement d'enseignement privé,Privé,www.academielavalloise.com,-73.748175,45.622826
,625500,École Trilingue Vision St-Jean,École Trilingue Vision St-Jean,"415, rue des Colibris",,56083,Saint-Jean-sur-Richelieu,V,J2W0B3,Établissement d'enseignement privé,Privé,stjean.ecolevision.com,-73.281847,45.359451
,627500,École Montessori de Laval,École Montessori de Laval,"3327, boulevard de la Concorde Est",,65005,Laval,V,H7E2C3,Établissement d'enseignement privé,Privé,www.ecolemontessori.com,-73.664246,45.593911
,628500,Institut chrétien d'ens. de l'Estrie,Institut chrétien d'enseignement de l'Estrie,"1399, rue Campbell",,43027,Sherbrooke,V,J1M0C1,Établissement d'enseignement privé,Privé,www.eplasource.org,-71.84612,45.342347
,629500,École trilingue Vision Québec nord,École trilingue Vision Québec nord,"650, avenue du Bourg-Royal",,23027,Québec,V,G2L1M8,Établissement d'enseignement privé,Privé,quebecnord.ecolevision.com,-71.24345,46.876965
,634500,École Imagine,École Imagine,"2464, rue de l'Église",,78010,Val-David,VL,J0T2N0,Établissement d'enseignement privé,Privé,www.ecoleimagine.org,-74.2074,46.028918
,635500,Académie Étoile du Nord Laval,Académie Étoile du Nord Laval,"950, rue Élodie-Boucher",,65005,Laval,V,H7W0C6,Établissement d'enseignement privé,Privé,www.northstaracademy.ca,-73.780679,45.530446
,553500,École Vision Sherbrooke,École Vision Sherbrooke,"5100, rue Henri-Labonne",,43027,Sherbrooke,V,J1N1J1,Établissement d'enseignement privé,Privé,www.ecolevision.com,-71.993428,45.369933
,554500,École trilingue Vision St-Augustin,École trilingue Vision St-Augustin,"4920, rue Pierre-Georges-Roy",,23072,Saint-Augustin-de-Desmaures,V,G3A1V7,Établissement d'enseignement privé,Privé,www.ecolevision.com,-71.386698,46.742553
,555500,École trilingue Vision Terrebonne,École trilingue Vision Terrebonne,"2955, boulevard de la Pinière",,64008,Terrebonne,V,J6X0A3,Établissement d'enseignement privé,Privé,terrebonne.ecolevision.com,-73.693209,45.721485
,556500,École Trilingue Vision Victoriaville,École Trilingue Vision Victoriaville,"905, boulevard des Bois-Francs Sud",,39062,Victoriaville,V,G6P5W1,Établissement d'enseignement privé,Privé,,-71.917929,46.03896
,557500,Académie Trivium,Académie Trivium,"88, rue Jean-René-Monette",,81017,Gatineau,V,J8P5B7,Établissement d'enseignement privé,Privé,www.academie-trivium.com,-75.647169,45.479596
,579500,Académie Juillet,Académie Juillet,"61, rue Radisson",,67020,Candiac,V,J5R0G1,Établissement d'enseignement privé,Privé,www.academiejuillet.com,-73.532929,45.377456
,583500,École de l'Excellence,École de l'Excellence,"1749, chemin Gomin",,23027,Québec,V,G1S1P1,Établissement d'enseignement privé,Privé,www.ecoledelexcellence.ca,-71.25328,46.786917
,585500,Collège LaSalle,Collège LaSalle,"2000, rue Sainte-Catherine Ouest",,66023,Montréal,V,H3H2T2,Établissement d'enseignement privé,Privé,www.collegelasalle.com,-73.581805,45.491442
,587500,Académie culturelle de Laval,Académie culturelle de Laval,"1075, rue Saint-Louis",,65005,Laval,V,H7V2Z1,Établissement d'enseignement privé,Privé,,-73.744534,45.547334
,589500,École le Savoir,École le Savoir,"11950, boulevard Gouin Ouest",,66023,Montréal,V,H8Z1V6,Établissement d'enseignement privé,Privé,www.lesavoir.ca,-73.825694,45.506747
,594500,Église-École Alpha Oméga,Église-École Alpha Oméga,"324, rue Denison Ouest",,47017,Granby,V,J2G4E4,Établissement d'enseignement privé,Privé,,-72.733741,45.389535
,596500,Église-École Ac. chrétienne de la Foi,Église-École Académie chrétienne de la Foi,"490, rue Chicoine",,71083,Vaudreuil-Dorion,V,J7V7E4,Établissement d'enseignement privé,Privé,http://www.faith-christianacademy.com/,-74.021229,45.376713
,602500,Centre académique de l'Outaouais,Centre académique de l'Outaouais,"858, boulevard Maloney Est",,81017,Gatineau,V,J8P1H1,Établissement d'enseignement privé,Privé,www.cado.ca,-75.605946,45.48504
,605500,École Montessori,École Montessori,"25, chemin Roy",,45072,Magog,V,J1X0N4,Établissement d'enseignement privé,Privé,www.montessorimagogorford.org,-72.180834,45.280424
,608500,OneSchool Global Campus de Montréal,OneSchool Global Campus de Montréal,"679, rue Victoria",,66112,Baie-D'Urfé,V,H9X2K1,Établissement d'enseignement privé,Privé,,-73.920925,45.414777
,614500,École Yaldei,École Yaldei,"5170, avenue Van Horne",,66023,Montréal,V,H3W1J6,Établissement d'enseignement privé,Privé,www.yaldei.org,-73.640598,45.490891
,640500,Collège Sainte-Anne,Collège Sainte-Anne,"1250, boulevard Saint-Joseph",,66023,Montréal,V,H8S2M8,Établissement d'enseignement privé,Privé,http://www.sainteanne.ca/,-73.67581,45.432433
,646500,École trilingue Vision Saguenay,École trilingue Vision Saguenay,"683, rue Chabanel",,94068,Saguenay,V,G7H1Z7,Établissement d'enseignement privé,Privé,https://saguenay.ecolevision.com/,-71.038679,48.417984
,647500,École de la Relève,École de la Relève,"3730, boulevard Crémazie Est",Bureau 500,66023,Montréal,V,H2A1B4,Établissement d'enseignement privé,Privé,www.ecoledelareleve.ca,-73.602725,45.56614
,648500,L'Académie de la Vallée du Roy,L'Académie de la Vallée du Roy,"100, rue des Trembles",,52007,Lavaltrie,V,J5T0G2,Établissement d'enseignement privé,Privé,,-73.289533,45.871337
,650500,Collège Milestone,Collège Milestone,"6400, avenue Auteuil, bureau 200",,58007,Brossard,V,J4Z3P5,Établissement d'enseignement privé,Privé,www.collegemilestone.ca,-73.465233,45.467752
,652500,Collège St-Michel,Collège St-Michel,"1995, rue Bélanger",,66023,Montréal,V,H2G1B8,Établissement d'enseignement privé,Privé,www.collegest-michel.ca,-73.602282,45.548009
,653500,Édu2,Édu2,"5800, boulevard Saint-Laurent",,66023,Montréal,V,H2T1T3,Établissement d'enseignement privé,Privé,,-73.602526,45.527232
,655500,École Primaire Let's Go,École Primaire Let's Go,"17835, 10e Avenue",,29073,Saint-Georges,V,G5Z2B6,Établissement d'enseignement privé,Privé,ecoleprimaireletsgo.com,-70.63318,46.09935
,656500,ÉtudeSecours,ÉtudeSecours,"90, chemin du Passage",,37067,Trois-Rivières,V,G8T2M3,Établissement d'enseignement privé,Privé,https://etudesecours.com/,-72.54064,46.370872
,657500,École Supérieure Internationale de Mtl,École Supérieure Internationale de Montréal,"6555, chemin de la Côte-des-Neiges",Bureau 390,66023,Montréal,V,H3S2A6,Établissement d'enseignement privé,Privé,,-73.635125,45.502668
,658500,École trilingue Vision Rivière-du-Loup,École trilingue Vision Rivière-du-Loup,"40, rue Iberville",,12072,Rivière-du-Loup,V,G5R1G8,Établissement d'enseignement privé,Privé,https://riviereduloup.ecolevision.com/,-69.539874,47.838091
,659500,Collège de technologie Veritas inc.,Collège de technologie Veritas inc.,"300-320, boulevard Crémazie Est",,66023,Montréal,V,H2P1E4,Établissement d'enseignement privé,Privé,https://www.veritascollege.ca,-73.639054,45.544254
,660500,Collège Canada inc.,Collège Canada inc.,"1001, rue Sherbrooke Est",,66023,Montréal,V,H2L1L3,Établissement d'enseignement privé,Privé,https://www.collegecanada.com/fr/dep/,-73.566455,45.520519
,661500,École primaire Espérance,École primaire Espérance,"200, boulevard Wallberg",,92022,Dolbeau-Mistassini,V,G8L6A5,Établissement d'enseignement privé,Privé,,-72.214441,48.861173
,662500,Préscolaire Montessori Brillance,Préscolaire Montessori Brillance,"4753A, boulevard Dagenais Ouest",,65005,Laval,V,H7R1L7,Établissement d'enseignement privé,Privé,,-73.856109,45.553198
,663500,École La Graduation,École La Graduation,"4, rue de la Place-Du-commerce",Bureau 204,58007,Brossard,V,J4W3B3,Établissement d'enseignement privé,Privé,https://www.ecolelagraduation.ca/,-73.475596,45.474661
,664500,L'École de L'Automobile,L'École de L'Automobile,"3399, boulevard Crémazie Est",,66023,Montréal,V,H1Z2J1,Établissement d'enseignement privé,Privé,,-73.605707,45.564446
,665500,Académie Nour,Académie Nour,"12190, avenue Brunet",,66023,Montréal,V,H1G5H2,Établissement d'enseignement privé,Privé,www.academienour.org,-73.63593,45.609642
,666500,Collège Greystone,Collège Greystone,"550, rue Sherbrooke Ouest","Tour Est, bureau 800",66023,Montréal,V,H3A1B9,Établissement d'enseignement privé,Privé,,-73.572534,45.505908
,667500,École Le REPAIRE,École Le REPAIRE,"210, boulevard Sir-Wilfrid-Laurier",Suite 200,57040,Beloeil,V,J3G4G7,Établissement d'enseignement privé,Privé,,-73.214555,45.553239
